ID,Profit99,Online99,Age99,Inc99,Tenure99
13382,594,1,3,6,7.5
13383,245,0,1,3,1.5
13384,-18,0,6,6,3.33
13385,45,0,6,5,15.25
13386,133,0,3,6,6.25
13387,543,0,2,6,18.75
13388,637,0,5,4,20.41
13389,-92,0,3,7,5.75
13390,10,0,2,4,2.41
13391,14,0,6,6,2.41
13392,-31,1,3,6,6.58
13393,162,0,3,6,5.08
13394,19,0,4,2,22.08
13395,-31,0,3,9,4
13396,193,0,4,5,22.08
13397,257,0,4,9,10.58
13398,36,0,1,3,16.33
13399,399,0,6,9,28
13400,116,0,4,9,8.75
13401,-3,0,4,9,2.66
13402,120,0,4,9,13.58
13403,5,0,7,3,30.08
13404,-30,0,3,5,4.5
13405,85,0,3,4,2.41
13406,229,0,4,9,7.83
13407,72,0,7,3,16
13408,23,0,4,5,8.41
13409,533,0,4,7,9.33
13410,-97,0,3,7,6.41
13411,312,0,7,3,5.16
13412,-186,0,5,8,26.75
13413,-28,0,2,1,7.08
13414,-60,0,4,6,8.25
13415,100,0,2,5,13.83
13416,571,0,5,9,22.91
13417,-87,0,3,5,9.16
13418,-33,0,3,6,0.91
13419,-17,0,7,7,27.08
13420,547,0,7,3,17.16
13421,-2,0,4,7,1.16
13422,-66,0,6,3,1.08
13423,277,1,6,1,1
13424,195,0,4,7,7.91
13425,-26,1,2,6,14.58
13426,-135,0,3,6,0.5
13427,17,0,4,6,7
13428,391,0,4,7,2.08
13429,-2,0,3,2,0.66
13430,-68,0,2,6,4.41
13431,10,0,7,6,10
13432,-5,0,4,6,8.16
13433,-48,0,5,6,14
13434,88,0,4,8,6.08
13435,278,0,3,6,3.25
13436,-83,0,6,3,19.91
13437,-69,0,3,7,6.91
13438,426,0,2,2,15.33
13439,-58,1,1,4,0.66
13440,243,0,7,3,24.5
13441,596,0,4,6,15.66
13442,-37,0,2,1,3.5
13443,-40,0,1,3,1.16
13444,175,0,4,6,24.75
13445,-121,0,3,2,13.5
13446,64,0,3,5,13.5
13447,233,0,5,9,28.5
13448,-70,0,7,3,9.75
13449,-67,0,3,3,3.33
13450,236,1,4,7,14.41
13451,-50,0,3,3,7.08
13452,-10,0,3,3,11.16
13453,24,0,4,1,16.08
13454,682,1,3,9,19.66
13455,592,0,2,9,5.5
13456,-42,0,5,6,2.66
13457,-6,0,4,6,0.91
13458,136,0,4,5,7.08
13459,267,0,7,3,18.75
13460,-21,1,1,5,14.58
13461,8,1,3,1,4.33
13462,-103,0,3,7,4.41
13463,-28,0,2,5,7.58
13464,-6,0,2,6,7.41
13465,234,1,5,9,3
13466,-188,0,3,6,6.75
13467,410,0,3,7,6
13468,33,0,5,6,28.33
13469,-42,0,6,1,4.16
13470,-162,0,4,1,5.91
13471,-57,0,3,6,9.83
13472,877,0,6,8,30.83
13473,-81,0,4,8,3.25
13474,-2,0,6,6,6.91
13475,-9,0,3,3,5.5
13476,-17,0,4,4,4.66
13477,90,0,6,6,3.25
13478,-31,1,2,6,3.41
13479,1186,0,6,9,16.16
13480,-13,1,3,6,0.33
13481,-95,1,2,2,6.58
13482,-154,0,7,6,22.25
13483,738,1,1,8,8.66
13484,1080,0,3,9,7.58
13485,803,1,3,8,6.58
13486,-57,0,4,4,2.08
13487,70,0,7,3,6.66
13488,1503,0,3,9,3.16
13489,-53,0,4,8,14.41
13490,621,1,7,4,6.25
13491,146,0,5,7,13.16
13492,8,0,4,2,5.16
13493,165,0,6,5,29.33
13494,226,0,5,9,16.25
13495,300,0,3,6,3.58
13496,-18,1,4,6,11.25
13497,55,0,6,6,4.25
13498,-28,0,4,3,1.16
13499,338,0,7,4,22.33
13500,70,0,3,6,14.08
13501,-31,1,3,4,0.75
13502,875,0,4,2,8.58
13503,-5,0,3,6,10.5
13504,-165,0,3,6,6.83
13505,20,0,3,6,8.58
13506,63,0,2,4,7.16
13507,31,0,5,6,29.91
13508,229,0,6,7,17.75
13509,26,0,4,8,24
13510,442,0,4,7,6.91
13511,98,0,4,6,19.91
13512,-123,1,2,3,2.66
13513,-147,0,2,9,11.16
13514,1057,0,7,2,10.58
13515,211,0,3,9,22.5
13516,27,0,5,9,5.08
13517,-35,0,2,6,6.5
13518,48,0,7,4,12.83
13519,-27,0,4,9,6.75
13520,-52,0,1,8,13.83
13521,66,0,1,6,9.5
13522,-49,0,7,6,6.66
13523,-18,0,2,1,2.91
13524,-11,0,3,7,3.83
13525,183,0,4,9,18.58
13526,321,0,5,5,20.41
13527,-83,0,4,8,15.83
13528,320,0,5,6,24.16
13529,99,0,4,1,13
13530,614,0,7,3,21.25
13531,-14,0,3,3,11.5
13532,3,0,2,1,0.41
13533,-68,0,4,7,15
13534,-91,0,5,3,10.75
13535,-59,0,6,8,11.16
13536,-21,1,4,6,14.5
13537,-72,0,3,5,5.5
13538,-21,0,4,7,1.75
13539,291,0,3,7,6.41
13540,-50,0,5,8,13.75
13541,1031,0,6,9,18.75
13542,107,1,4,1,5.83
13543,-12,0,2,7,5.33
13544,821,0,3,5,6.16
13545,121,0,1,6,6.16
13546,121,0,6,3,16.66
13547,-212,0,4,5,18.08
13548,-84,0,4,6,5.91
13549,-9,0,6,1,9.41
13550,-44,0,4,5,2.83
13551,54,0,7,1,0.75
13552,-177,0,6,4,8.5
13553,45,0,3,6,4.66
13554,220,0,6,4,24.33
13555,363,0,7,3,0.16
13556,-64,0,3,3,7.41
13557,14,1,2,3,6.5
13558,527,0,6,3,24
13559,-11,0,5,3,16.41
13560,-80,0,4,3,1.91
13561,-10,1,2,9,2.33
13562,12,0,2,8,9.91
13563,-31,0,4,6,7.16
13564,-29,0,3,6,6.33
13565,-15,0,3,6,8.91
13566,79,0,7,3,8.16
13567,34,0,4,6,18.5
13568,-11,0,3,1,2.91
13569,-31,0,3,8,2.08
13570,-126,0,3,6,12.41
13571,34,1,5,5,12
13572,-56,0,6,4,22.58
13573,-17,0,2,4,1.33
13574,-47,0,3,3,3.83
13575,-52,0,4,4,18.83
13576,-125,0,1,5,1.41
13577,-71,0,4,6,12.5
13578,72,0,3,5,8.41
13579,21,0,2,6,8.58
13580,-13,0,7,2,17.16
13581,54,0,4,9,6.66
13582,-182,0,7,9,5.83
13583,355,0,7,1,7.66
13584,-22,0,7,3,14.33
13585,142,0,4,6,23.16
13586,-15,0,4,9,21.75
13587,-51,0,3,5,20.08
13588,-141,0,3,7,16.41
13589,-64,0,2,6,8.75
13590,582,0,3,6,15.08
13591,75,1,5,5,4.66
13592,206,0,4,4,16.41
13593,-21,1,2,9,12.83
13594,233,0,7,1,34.5
13595,-3,0,1,2,2.5
13596,110,0,3,3,19.58
13597,59,0,7,9,22.08
13598,-51,0,2,9,6.08
13599,339,0,2,6,3.16
13600,-32,0,6,3,3.5
13601,-197,0,4,9,15.75
13602,273,0,2,5,7.5
13603,-61,0,5,6,38.08
13604,-66,0,7,6,3.5
13605,-163,0,4,4,19.75
13606,250,1,2,8,11.58
13607,267,0,5,3,17.66
13608,77,0,4,9,25.25
13609,414,0,4,4,1.75
13610,-31,0,4,8,9.41
13611,-5,0,5,6,1.16
13612,22,0,4,6,8.91
13613,-26,0,6,6,2.16
13614,534,0,2,3,4.16
13615,-74,0,4,5,5.91
13616,-117,0,2,3,7.58
13617,-104,0,4,9,10.83
13618,685,0,7,3,16.5
13619,1537,0,5,6,18.58
13620,0,0,4,6,7.41
13621,10,0,4,4,0.16
13622,-26,0,5,5,26.25
13623,-12,0,2,2,5.66
13624,1352,0,4,6,22.41
13625,-15,0,5,6,0.25
13626,-36,0,5,6,15.66
13627,245,0,6,1,1.5
13628,-42,0,4,6,4.66
13629,-29,1,4,9,21
13630,-37,0,3,3,3.83
13631,590,0,4,6,5.58
13632,241,0,5,7,26.66
13633,240,1,3,8,10.08
13634,170,1,4,7,7.91
13635,226,0,5,6,19.58
13636,93,0,7,1,20.08
13637,105,0,3,1,1.33
13638,-97,0,4,6,11
13639,-134,1,3,3,10.33
13640,355,1,5,9,10.83
13641,-59,0,6,4,2.41
13642,226,1,6,4,30.5
13643,75,1,2,6,14.41
13644,206,1,4,8,26.16
13645,446,0,5,7,3.41
13646,-9,0,5,6,24.33
13647,2,0,4,7,12.33
13648,-32,1,4,7,13.41
13649,-113,0,4,4,17.25
13650,-8,0,5,6,24.08
13651,125,0,3,1,6.58
13652,233,0,6,1,11.58
13653,-6,0,5,4,10.83
13654,814,0,7,6,22.08
13655,-79,0,4,4,1.41
13656,1495,0,7,6,20.5
13657,-18,0,4,9,6
13658,-25,0,7,1,1.41
13659,74,0,4,6,5.66
13660,196,1,3,3,3.91
13661,103,0,7,2,8.75
13662,46,0,6,5,6.75
13663,241,0,5,4,30.5
13664,21,0,3,9,12.83
13665,4,0,4,2,12.66
13666,-26,0,2,1,6.16
13667,-25,0,5,9,6.41
13668,-42,0,7,1,24.83
13669,-100,0,4,9,15.58
13670,668,1,4,6,1.58
13671,-56,0,2,5,4.33
13672,3,0,3,1,1.16
13673,-29,0,4,2,4.25
13674,-16,0,3,6,4.25
13675,210,0,3,5,11.75
13676,280,0,4,6,23.41
13677,-26,0,4,1,6.41
13678,38,0,7,6,3.5
13679,-201,0,4,6,3.83
13680,82,0,2,6,5.5
13681,116,0,4,5,5.91
13682,-29,0,6,6,23.08
13683,108,0,2,9,3.91
13684,-45,1,3,6,1.91
13685,-77,0,7,1,6.66
13686,573,1,3,6,12.5
13687,151,0,3,9,7.33
13688,74,0,5,1,9.58
13689,11,1,2,8,1
13690,790,0,7,6,5
13691,17,0,3,7,19.33
13692,14,0,3,6,16.33
13693,160,0,3,6,14.41
13694,-43,0,4,3,4.5
13695,-138,0,3,5,7.25
13696,194,0,1,2,9.33
13697,2,1,3,1,5.25
13698,106,0,6,7,20.33
13699,36,0,3,4,2.33
13700,291,0,3,1,5.83
13701,319,0,6,4,24.33
13702,-29,0,5,1,3.41
13703,253,0,7,1,1.41
13704,251,0,4,6,6.5
13705,49,1,2,6,3.66
13706,405,0,5,9,8.66
13707,60,0,6,3,31.33
13708,-141,0,7,4,34.33
13709,276,0,5,6,9.5
13710,-45,0,2,4,3.75
13711,-39,0,2,6,6.08
13712,115,1,4,8,9.75
13713,49,0,3,8,3.08
13714,-16,0,4,8,9.75
13715,-109,0,5,9,5.41
13716,217,0,3,9,5.5
13717,24,0,6,4,7.58
13718,1,0,6,4,4.5
13719,-14,0,4,5,8.08
13720,-15,0,3,6,15.5
13721,73,0,7,2,29.75
13722,318,0,4,8,0.83
13723,217,1,2,5,8.16
13724,2,0,3,7,10.41
13725,342,1,3,5,7.41
13726,-93,0,7,8,3.91
13727,-128,0,2,7,5.66
13728,43,0,7,4,26.66
13729,97,1,2,8,6.58
13730,38,0,7,3,22.91
13731,189,0,4,9,23.58
13732,263,0,6,7,8.16
13733,41,0,4,6,7.08
13734,-39,0,3,3,8.66
13735,116,0,2,6,19
13736,0,0,7,7,25.16
13737,7,0,4,1,25.16
13738,-135,0,4,9,15.5
13739,-27,0,3,9,17.66
13740,-81,0,3,6,6.91
13741,-43,0,7,7,11
13742,274,1,4,7,8.83
13743,-47,0,1,6,4.58
13744,233,0,4,6,6.33
13745,318,0,7,2,27.58
13746,-35,1,4,9,10.41
13747,388,0,4,5,24
13748,201,0,6,6,11.08
13749,208,0,3,3,10.66
13750,170,0,4,7,3.58
13751,1356,0,6,6,31.58
13752,-1,0,2,1,7.41
13753,586,0,4,9,17.08
13754,905,0,4,9,0.83
13755,-73,0,4,4,16.5
13756,-25,0,3,7,7.66
13757,113,0,3,7,13
13758,692,0,2,6,5.08
13759,-38,0,3,8,1.75
13760,48,0,7,6,14.58
13761,24,0,4,5,4.5
13762,-71,0,3,4,3.25
13763,126,0,3,9,20.16
13764,-32,0,4,6,23.66
13765,231,0,5,4,24.75
13766,239,0,4,6,7.41
13767,275,1,4,6,5
13768,-90,0,6,5,9.5
13769,468,0,3,7,10.16
13770,-76,0,5,4,2.25
13771,-78,0,4,7,14.66
13772,288,0,3,6,11.91
13773,-17,0,4,6,1.58
13774,445,0,5,9,16.25
13775,36,1,4,6,15.41
13776,195,0,7,4,1.41
13777,80,0,3,9,14.91
13778,61,0,2,1,7.66
13779,76,1,5,9,13.08
13780,25,0,1,5,2.66
13781,-39,0,4,6,1.41
13782,39,0,6,3,14.66
13783,200,0,7,4,5.91
13784,22,0,3,3,9.75
13785,86,0,4,9,15.16
13786,128,0,3,5,14.58
13787,-70,0,5,5,16.41
13788,-2,0,3,6,1.08
13789,55,0,3,5,15.75
13790,97,1,1,8,2.58
13791,-18,0,4,9,2.08
13792,-46,0,4,6,4.75
13793,674,0,6,5,4.16
13794,224,0,6,1,36.16
13795,28,0,7,8,25.5
13796,515,0,4,6,8.25
13797,41,0,3,6,5.5
13798,49,0,3,8,6.08
13799,-27,0,4,6,2.5
13800,-16,1,3,1,2.66
13801,218,0,4,6,12.5
13802,314,0,4,9,4.41
13803,353,0,4,5,23.66
13804,11,0,2,7,5
13805,19,1,3,9,4.41
13806,517,0,6,3,8.58
13807,-31,0,3,4,6.5
13808,91,0,6,8,14.83
13809,-45,0,4,3,2.75
13810,134,0,5,6,26.25
13811,-3,0,7,4,29.25
13812,-32,0,4,7,14.75
13813,613,0,3,3,6.5
13814,134,0,4,6,11.33
13815,38,0,3,2,5.83
13816,321,0,4,6,15.91
13817,-7,0,4,3,16.66
13818,-146,0,3,4,22
13819,-51,0,2,4,7.5
13820,-41,0,3,3,11.08
13821,-95,0,3,3,7.41
13822,-22,0,5,3,29.75
13823,512,0,5,9,38.83
13824,29,0,5,3,4.25
13825,110,0,3,7,6.5
13826,-163,0,4,9,14.58
13827,-1,0,2,6,3
13828,-50,0,4,4,6.75
13829,-9,0,3,7,7.41
13830,3,0,4,7,13.08
13831,-29,0,3,6,7.58
13832,71,0,5,5,1.33
13833,-12,1,4,6,23.16
13834,-7,0,7,3,4.75
13835,-69,0,5,2,2.33
13836,-60,0,4,3,11.83
13837,-31,0,6,5,10.75
13838,130,0,3,6,5.91
13839,126,0,3,6,5.58
13840,137,0,4,9,28.91
13841,11,0,1,1,1.25
13842,-63,0,4,6,6.25
13843,226,0,3,6,4.25
13844,-92,0,7,4,23.41
13845,502,0,4,7,8.66
13846,61,0,7,1,0.66
13847,136,0,7,5,17.5
13848,471,0,6,4,27
13849,224,0,2,6,5.25
13850,-24,0,6,6,3.75
13851,-28,0,4,6,5.16
13852,0,0,6,4,2.83
13853,23,0,7,5,9.75
13854,45,0,3,9,12.58
13855,465,0,2,6,16.58
13856,574,0,2,9,7.83
13857,91,0,4,3,7.41
13858,-121,0,5,5,21.33
13859,-32,0,3,6,3.41
13860,15,0,1,6,2
13861,13,0,2,2,7.5
13862,12,0,3,8,7.25
13863,13,0,1,3,1.16
13864,568,1,4,9,11.58
13865,756,0,7,2,8.58
13866,303,0,6,7,26
13867,-118,0,3,6,6.58
13868,208,0,7,5,30.66
13869,-87,0,7,3,37.66
13870,-147,0,6,2,25.33
13871,-26,0,4,3,6.25
13872,4,0,3,6,8.83
13873,182,0,4,6,4.58
13874,-3,0,1,3,7
13875,334,1,3,3,2.58
13876,-108,0,5,6,23.33
13877,1329,0,6,7,20.25
13878,549,0,6,7,24.25
13879,106,0,4,7,3.83
13880,-24,0,4,8,14.08
13881,-15,0,2,3,4.58
13882,-75,0,7,9,3.58
13883,66,0,2,1,7.5
13884,-16,0,5,7,9.66
13885,-70,0,3,5,7.41
13886,-31,0,2,3,4.25
13887,-30,0,2,6,8.58
13888,40,0,3,6,6.25
13889,62,0,4,4,20.41
13890,68,0,3,5,15.5
13891,341,0,5,1,6
13892,358,0,6,5,6.08
13893,-80,0,6,7,11.25
13894,1429,0,3,9,16.66
13895,-2,0,3,8,2
13896,-150,0,2,8,6.41
13897,13,0,7,7,8.25
13898,540,0,5,9,21.91
13899,200,0,3,6,9.58
13900,41,0,2,3,2.33
13901,-68,0,2,1,6.41
13902,919,0,5,8,25.66
13903,-1,0,5,6,16.16
13904,-3,0,5,5,24.08
13905,-64,0,7,8,31.58
13906,-40,0,3,3,8.83
13907,-11,0,1,3,0.58
13908,40,0,5,6,7.75
13909,-85,0,1,9,11.41
13910,41,0,4,4,6.25
13911,-96,1,4,5,3.58
13912,-29,0,3,6,2.58
13913,-35,0,2,2,2.83
13914,32,0,3,6,6.5
13915,-86,0,3,6,2.25
13916,-5,0,2,1,2.91
13917,-8,0,3,6,1.91
13918,-107,0,5,7,19.16
13919,564,0,5,4,20.08
13920,10,0,5,9,5.91
13921,-32,0,3,6,2.91
13922,-56,0,3,6,4.16
13923,3,0,6,5,6.75
13924,1433,0,5,9,15.25
13925,-17,0,4,2,3.83
13926,-119,0,2,6,14.58
13927,-35,0,5,4,34.83
13928,-31,0,6,1,14.58
13929,113,0,5,9,9.08
13930,-18,1,4,7,0.66
13931,-43,0,2,6,7.91
13932,331,0,4,9,10.41
13933,-21,1,6,3,3.91
13934,-48,1,2,6,9.58
13935,-82,0,6,8,26.5
13936,-16,1,4,6,4.75
13937,34,0,3,5,15.66
13938,0,0,7,6,6.91
13939,141,1,3,6,6.91
13940,-55,0,4,9,10.5
13941,100,1,3,9,9.58
13942,-49,0,4,6,19.08
13943,135,0,4,7,8.58
13944,159,0,5,9,22.08
13945,68,0,4,6,6.08
13946,-17,0,4,3,20.25
13947,-124,0,7,5,8.5
13948,-114,0,5,7,16.75
13949,10,0,5,6,3.83
13950,313,0,3,8,5.91
13951,163,1,2,9,7.16
13952,75,0,3,6,14.33
13953,-52,0,2,7,5
13954,-35,0,3,5,1.83
13955,-20,0,7,9,7.25
13956,604,0,3,9,7.08
13957,271,0,6,9,0.91
13958,-60,0,5,6,10.5
13959,-29,0,4,5,3.83
13960,-20,0,5,6,17.25
13961,-78,1,2,9,7
13962,-58,0,3,7,12.41
13963,594,0,5,5,3.91
13964,13,0,6,4,5
13965,514,0,7,7,9
13966,-4,0,5,5,1.16
13967,317,1,4,7,9.75
13968,-65,0,2,9,7.58
13969,72,1,3,5,3.75
13970,-55,0,6,8,5.41
13971,-25,0,2,7,2.58
13972,184,0,2,7,13.16
13973,-78,0,6,4,34.16
13974,243,0,4,7,9.16
13975,-48,0,4,6,10.75
13976,-79,1,4,9,16.66
13977,-154,0,2,3,9.33
13978,-31,0,4,5,3
13979,706,0,5,8,8.58
13980,21,0,3,6,12
13981,315,0,3,3,11.5
13982,492,0,6,9,5.08
13983,-180,0,4,4,6.25
13984,443,0,4,3,2.66
13985,711,0,3,7,2
13986,150,0,3,5,3.58
13987,-23,0,4,7,12.16
13988,1173,1,4,8,18.58
13989,210,1,4,6,13.58
13990,9,1,5,9,4.41
13991,-88,0,4,9,3.33
13992,86,0,3,5,7.75
13993,-136,0,2,3,7.33
13994,143,0,3,6,12.41
13995,253,0,6,5,27
13996,25,0,4,5,9.16
13997,-7,0,3,7,0.83
13998,288,0,7,7,3.41
13999,362,0,6,9,14.83
14000,472,1,3,9,6.33
14001,-174,0,3,7,7.91
14002,38,0,5,4,31.25
14003,-73,0,6,9,5.08
14004,1459,0,5,4,11.5
14005,486,0,7,8,10.16
14006,126,0,4,7,17.91
14007,114,0,2,4,2.58
14008,172,0,7,3,24.08
14009,-26,0,2,1,5.75
14010,584,1,4,9,13
14011,-128,0,5,4,23.5
14012,180,0,2,9,5.5
14013,98,0,5,6,20.08
14014,173,0,6,5,10
14015,465,0,3,5,13.41
14016,-43,0,5,7,15.16
14017,160,0,6,1,28.41
14018,12,1,4,6,9.16
14019,-3,0,5,6,5.58
14020,-98,0,3,5,11.5
14021,1,0,6,4,9.25
14022,-116,0,4,6,26.25
14023,327,1,5,3,18.66
14024,39,0,4,6,1.66
14025,-74,0,7,2,27.08
14026,-60,0,4,7,21.25
14027,56,0,7,3,20.75
14028,-53,0,5,7,30.08
14029,-28,0,7,6,30.16
14030,247,0,3,6,12.25
14031,9,0,3,2,19.16
14032,59,1,4,8,19.75
14033,29,1,2,1,13.33
14034,-18,0,2,2,8.16
14035,-38,0,4,3,11.66
14036,-104,0,2,7,2.41
14037,66,0,4,7,24.5
14038,-14,0,5,4,7.83
14039,50,0,2,3,5.08
14040,44,0,4,4,11.75
14041,-128,0,3,9,1.83
14042,151,0,7,5,27.75
14043,47,0,2,6,2.41
14044,-29,0,3,6,7.16
14045,325,0,3,5,4.75
14046,17,0,3,6,8
14047,-59,0,6,4,5.66
14048,453,0,3,9,10.5
14049,-7,0,4,6,5.5
14050,298,0,5,5,34.75
14051,62,0,3,6,8.75
14052,156,0,4,9,9.5
14053,-125,0,4,5,7.66
14054,73,0,5,8,7.5
14055,-39,0,3,7,7.5
14056,-34,0,4,9,26.5
14057,-2,0,3,8,19.16
14058,13,0,4,7,0.91
14059,86,0,3,7,10.33
14060,110,1,6,7,15.66
14061,696,0,4,9,15.75
14062,-2,0,4,9,11
14063,-1,0,3,6,1.25
14064,842,0,4,9,21.41
14065,-13,1,1,3,7.91
14066,-1,0,2,6,8.16
14067,-18,0,5,4,30.33
14068,64,0,4,9,12.41
14069,397,0,4,9,4.91
14070,1088,0,4,9,20.75
14071,-50,0,5,2,7.83
14072,222,0,5,6,7.75
14073,244,0,3,6,4.75
14074,1167,0,7,2,13.91
14075,792,0,3,6,6.75
14076,385,0,3,6,7.5
14077,-52,0,3,1,1.83
14078,292,0,7,3,30.83
14079,249,0,4,6,11.41
14080,-23,1,2,2,6.83
14081,-106,0,3,4,4.75
14082,-53,0,4,9,16.16
14083,189,1,3,6,0.91
14084,-116,0,2,6,0.91
14085,30,1,1,2,7.58
14086,472,1,4,9,14.83
14087,34,0,3,6,4.83
14088,297,0,4,4,10.41
14089,-108,0,5,4,33.08
14090,111,0,7,6,4.33
14091,361,0,3,6,4.91
14092,-31,0,3,8,9.41
14093,698,0,4,9,6.75
14094,127,0,2,7,3.75
14095,-3,0,3,7,22.83
14096,968,0,4,8,3.16
14097,84,0,3,7,2.16
14098,335,0,5,6,8.5
14099,-24,0,4,8,7.83
14100,-48,0,2,9,4.25
14101,779,0,4,6,25.25
14102,-18,1,4,8,3.58
14103,133,0,7,1,21.75
14104,-33,1,4,6,3
14105,16,0,3,6,0.33
14106,39,0,5,3,8.83
14107,-13,0,2,3,28.25
14108,186,0,3,9,9.08
14109,-16,0,4,6,2.41
14110,-144,0,3,5,4.58
14111,-5,0,2,7,0.58
14112,11,0,4,9,1
14113,-28,1,2,7,10.5
14114,-3,0,2,7,10.41
14115,-9,0,4,6,6.91
14116,241,0,4,4,21.91
14117,-125,0,5,9,16.08
14118,307,0,3,5,22.66
14119,6,1,2,6,6.41
14120,38,0,3,6,4.91
14121,191,0,6,2,18.58
14122,-79,0,6,1,32.25
14123,294,0,7,6,33
14124,201,0,7,4,5.25
14125,37,1,4,9,2.5
14126,1858,0,4,8,0.75
14127,86,0,6,6,26.75
14128,177,0,4,9,14.91
14129,-52,0,6,6,12.75
14130,60,0,6,4,6.5
14131,-68,1,5,9,15.08
14132,144,0,7,7,18.75
14133,263,0,2,9,4.66
14134,-194,0,6,2,3.58
14135,141,0,5,7,5.66
14136,-29,0,3,5,6.33
14137,-23,0,2,5,1.5
14138,42,0,5,5,3.33
14139,368,0,7,3,35.66
14140,390,0,5,9,14.5
14141,6,0,4,7,20.08
14142,-59,0,2,3,8.91
14143,76,0,4,6,5.58
14144,22,0,3,1,6
14145,166,0,4,9,24.66
14146,49,0,5,8,2
14147,-3,0,2,8,4.41
14148,-152,1,2,6,4.5
14149,-45,0,2,1,7.33
14150,-60,0,4,7,7.66
14151,110,1,2,9,5.83
14152,334,0,3,6,21.83
14153,72,1,2,6,2.75
14154,-45,0,2,3,5.08
14155,380,0,3,7,12.16
14156,353,0,5,6,19.66
14157,-190,0,2,1,3.83
14158,105,0,3,1,6.91
14159,1387,0,7,3,22.75
14160,341,0,5,1,3
14161,54,0,4,7,2
14162,-176,0,2,9,4.83
14163,25,1,3,3,8
14164,72,0,3,6,5.91
14165,0,0,2,3,3.41
14166,-10,0,4,8,3.83
14167,-30,0,2,1,2.66
14168,-64,0,4,8,9.58
14169,37,1,4,6,15.83
14170,82,0,5,1,16.75
14171,-48,0,2,3,2.75
14172,-19,0,2,6,3.66
14173,-45,0,5,4,19.25
14174,881,0,4,6,20.33
14175,75,0,4,9,3.16
14176,193,1,6,9,10.66
14177,23,0,7,1,6.66
14178,623,0,3,6,14.5
14179,-83,0,2,3,5.25
14180,61,0,3,6,6
14181,-49,0,5,5,15.75
14182,83,0,4,9,9.25
14183,170,0,4,8,24.83
14184,125,0,6,8,18.5
14185,-54,0,5,5,8.58
14186,228,1,3,7,15.58
14187,-26,0,5,6,14
14188,597,0,4,8,13.16
14189,-17,0,3,6,0.83
14190,-51,1,2,7,8.16
14191,3,1,4,4,3.66
14192,54,0,5,8,24.5
14193,-10,0,4,3,5.33
14194,-106,1,3,6,15.25
14195,71,0,2,8,1.33
14196,-35,0,2,1,9.66
14197,1,0,5,6,2.16
14198,-75,0,7,2,29.75
14199,-45,0,2,4,1.41
14200,-49,0,7,4,6.33
14201,-76,0,5,1,2.5
14202,30,0,2,3,12.41
14203,-7,0,7,7,3
14204,-21,1,5,4,8
14205,-23,0,3,9,13.16
14206,-15,0,6,5,30.5
14207,20,0,1,5,6.5
14208,-126,0,6,4,20.33
14209,23,0,4,9,20.25
14210,26,0,3,8,8.16
14211,-29,0,3,4,5.5
14212,-97,0,6,3,36.75
14213,28,0,2,8,5.25
14214,46,0,3,6,6.58
14215,-44,0,3,3,11.33
14216,-59,0,4,6,22.33
14217,50,0,3,5,4.5
14218,-73,0,4,3,12.58
14219,133,0,5,9,26.58
14220,31,0,1,2,3.75
14221,8,0,4,4,8.25
14222,152,0,7,6,22.5
14223,169,1,4,6,7.66
14224,-134,0,6,6,5.66
14225,257,0,6,9,24.08
14226,15,0,3,1,0.25
14227,1286,0,5,3,12
14228,169,1,2,8,5.5
14229,3,0,4,6,11
14230,-17,0,2,4,1.66
14231,755,0,4,8,2.5
14232,31,0,3,6,1.33
14233,-24,0,3,7,1.75
14234,-108,0,3,7,12.33
14235,733,0,4,7,16.41
14236,511,0,3,5,4.58
14237,-100,0,5,7,3.58
14238,268,0,3,3,1.5
14239,1010,0,7,7,3
14240,92,0,4,5,17.5
14241,-40,0,3,4,21.66
14242,864,1,4,7,11.83
14243,18,0,2,3,6.91
14244,13,0,2,4,3.41
14245,-49,0,4,9,11.5
14246,30,0,2,4,6.25
14247,105,0,4,7,6.16
14248,22,0,5,6,13.5
14249,171,0,6,3,5
14250,1251,0,6,9,28.58
14251,14,1,6,5,14.25
14252,103,0,4,6,1.83
14253,1276,0,2,5,3.66
14254,7,0,4,4,9.75
14255,-80,0,7,6,19.41
14256,-28,0,3,6,15.16
14257,47,0,3,6,5.91
14258,302,0,5,1,11.58
14259,456,0,5,8,17.75
14260,-41,0,4,8,29.41
14261,492,0,7,3,2.5
14262,754,1,2,5,14.33
14263,478,0,6,3,11.75
14264,-48,0,4,7,9.08
14265,197,1,2,6,7.16
14266,775,0,7,7,19.16
14267,0,0,1,5,0.16
14268,185,0,6,5,22.08
14269,-39,0,4,9,15.83
14270,190,0,4,2,20.33
14271,35,0,4,3,6.83
14272,-159,0,3,7,4.91
14273,137,0,7,4,35.66
14274,85,0,2,3,9.41
14275,135,0,3,9,31.83
14276,701,0,7,9,38.41
14277,21,0,7,9,23.16
14278,-149,0,2,4,3.91
14279,56,0,5,6,11.33
14280,210,0,6,9,32.66
14281,-21,0,3,9,18.16
14282,230,1,2,6,9.66
14283,-1,0,5,1,7.25
14284,-2,0,4,5,5.25
14285,-78,0,3,6,1.5
14286,-48,0,4,5,4.58
14287,-15,0,5,8,1.41
14288,14,0,2,7,0.41
14289,-47,0,4,5,24.91
14290,-34,1,3,6,8.66
14291,-139,0,6,3,10.25
14292,-87,0,6,2,10.33
